Sales Person,Country,Product,Date,Amount,Boxes Shipped,Month
Gunar Cockshoot,New Zealand,Raspberry Choco,2022-08-24,630.0,52,2022-08
Van Tuxwell,Australia,99% Dark & Pure,2022-01-17,112.0,128,2022-01
Curtice Advani,USA,Drinking Coco,2022-02-07,5187.0,142,2022-02
Brien Boise,Australia,Spicy Special Slims,2022-05-09,6223.0,256,2022-05
Mallorie Waber,New Zealand,85% Dark Bars,2022-06-06,7714.0,106,2022-06
Wilone O'Kielt,USA,Choco Coated Almonds,2022-06-06,9457.0,6,2022-06
Beverie Moffet,New Zealand,Organic Choco Syrup,2022-05-24,6678.0,226,2022-05
Gunar Cockshoot,UK,50% Dark Bites,2022-01-13,2107.0,121,2022-01
Marney O'Breen,USA,Raspberry Choco,2022-05-23,6069.0,151,2022-05
Jehu Rudeforth,UK,White Choc,2022-06-29,1862.0,284,2022-06
Jehu Rudeforth,New Zealand,85% Dark Bars,2022-03-11,6972.0,89,2022-03
Dotty Strutley,USA,85% Dark Bars,2022-04-25,10220.0,508,2022-04
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2022-05-30,3969.0,243,2022-05
Curtice Advani,India,Manuka Honey Choco,2022-05-23,1547.0,170,2022-05
Mallorie Waber,USA,Peanut Butter Cubes,2022-05-23,1162.0,18,2022-05
Van Tuxwell,Canada,Peanut Butter Cubes,2022-06-24,6342.0,282,2022-06
Kelci Walkden,New Zealand,Smooth Sliky Salty,2022-03-11,10633.0,277,2022-03
Rafaelita Blaksland,USA,Smooth Sliky Salty,2022-07-27,15057.0,212,2022-07
Rafaelita Blaksland,USA,White Choc,2022-08-16,4704.0,126,2022-08
Roddy Speechley,Canada,Smooth Sliky Salty,2022-03-07,9338.0,11,2022-03
Curtice Advani,New Zealand,After Nines,2022-04-05,7959.0,30,2022-04
Camilla Castle,India,85% Dark Bars,2022-05-04,9023.0,51,2022-05
Ches Bonnell,USA,Choco Coated Almonds,2022-01-04,14525.0,92,2022-01
Marney O'Breen,Australia,Baker's Choco Chips,2022-01-13,5810.0,101,2022-01
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2022-07-11,6426.0,98,2022-07
Kaine Padly,Australia,Mint Chip Choco,2022-05-17,4403.0,159,2022-05
Camilla Castle,New Zealand,Peanut Butter Cubes,2022-07-21,1582.0,62,2022-07
Curtice Advani,Canada,Organic Choco Syrup,2022-02-22,791.0,22,2022-02
Jan Morforth,India,99% Dark & Pure,2022-05-23,9100.0,187,2022-05
Rafaelita Blaksland,Canada,Drinking Coco,2022-07-12,9884.0,200,2022-07
Jan Morforth,UK,Orange Choco,2022-06-15,3780.0,201,2022-06
Barr Faughny,New Zealand,50% Dark Bites,2022-06-23,4557.0,308,2022-06
Curtice Advani,Australia,Eclairs,2022-03-25,5796.0,55,2022-03
Jan Morforth,India,Caramel Stuffed Bars,2022-07-04,84.0,153,2022-07
Andria Kimpton,UK,White Choc,2022-05-12,9037.0,101,2022-05
Camilla Castle,New Zealand,Raspberry Choco,2022-04-04,4746.0,137,2022-04
Madelene Upcott,Australia,Orange Choco,2022-04-15,6713.0,398,2022-04
Roddy Speechley,Canada,Eclairs,2022-03-08,6237.0,88,2022-03
Karlen McCaffrey,India,White Choc,2022-01-17,7483.0,232,2022-01
Wilone O'Kielt,India,Mint Chip Choco,2022-08-22,1309.0,51,2022-08
Andria Kimpton,UK,99% Dark & Pure,2022-07-25,1155.0,66,2022-07
Marney O'Breen,UK,50% Dark Bites,2022-06-14,2989.0,124,2022-06
Ches Bonnell,India,Choco Coated Almonds,2022-04-05,9625.0,78,2022-04
Madelene Upcott,UK,Raspberry Choco,2022-08-26,7357.0,341,2022-08
Wilone O'Kielt,Australia,50% Dark Bites,2022-08-03,10031.0,114,2022-08
Gigi Bohling,Canada,White Choc,2022-07-11,6587.0,4,2022-07
Wilone O'Kielt,New Zealand,Eclairs,2022-03-11,3311.0,22,2022-03
Brien Boise,UK,Peanut Butter Cubes,2022-01-10,15330.0,30,2022-01
Roddy Speechley,UK,Baker's Choco Chips,2022-04-04,14028.0,351,2022-04
Karlen McCaffrey,Australia,50% Dark Bites,2022-01-17,6678.0,708,2022-01
Marney O'Breen,New Zealand,Organic Choco Syrup,2022-07-08,8624.0,50,2022-07
Jan Morforth,UK,Organic Choco Syrup,2022-04-12,1197.0,356,2022-04
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2022-08-24,483.0,185,2022-08
Ches Bonnell,UK,Choco Coated Almonds,2022-06-07,1687.0,236,2022-06
Gunar Cockshoot,Canada,Almond Choco,2022-07-28,1309.0,30,2022-07
Husein Augar,USA,99% Dark & Pure,2022-02-21,9534.0,111,2022-02
Dennison Crosswaite,Canada,Mint Chip Choco,2022-04-08,1694.0,289,2022-04
Brien Boise,UK,Manuka Honey Choco,2022-06-28,70.0,103,2022-06
Van Tuxwell,UK,Baker's Choco Chips,2022-03-24,2443.0,20,2022-03
Barr Faughny,Australia,Caramel Stuffed Bars,2022-07-29,2933.0,55,2022-07
Dennison Crosswaite,USA,Eclairs,2022-05-25,2044.0,90,2022-05
Gigi Bohling,Australia,Raspberry Choco,2022-03-30,6524.0,303,2022-03
Dennison Crosswaite,USA,Organic Choco Syrup,2022-07-18,12656.0,126,2022-07
Beverie Moffet,Canada,Orange Choco,2022-05-10,8722.0,109,2022-05
Mallorie Waber,Australia,Choco Coated Almonds,2022-03-18,15750.0,92,2022-03
Ches Bonnell,India,Caramel Stuffed Bars,2022-06-15,6839.0,56,2022-06
Van Tuxwell,Canada,50% Dark Bites,2022-05-12,13685.0,58,2022-05
Kelci Walkden,New Zealand,Baker's Choco Chips,2022-06-23,2912.0,110,2022-06
Beverie Moffet,India,Spicy Special Slims,2022-04-21,3339.0,171,2022-04
Gigi Bohling,Australia,Almond Choco,2022-08-17,910.0,117,2022-08
Rafaelita Blaksland,New Zealand,Eclairs,2022-02-07,19481.0,51,2022-02
Kelci Walkden,Canada,Smooth Sliky Salty,2022-03-17,8099.0,118,2022-03
Jan Morforth,India,Baker's Choco Chips,2022-08-01,13727.0,79,2022-08
Jehu Rudeforth,Australia,Milk Bars,2022-03-18,8659.0,29,2022-03
Gigi Bohling,Canada,Fruit & Nut Bars,2022-06-14,5782.0,103,2022-06
Beverie Moffet,UK,Eclairs,2022-04-22,8463.0,155,2022-04
Marney O'Breen,New Zealand,Eclairs,2022-01-18,4914.0,31,2022-01
Husein Augar,Australia,99% Dark & Pure,2022-08-26,3087.0,128,2022-08
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2022-06-10,9205.0,419,2022-06
Curtice Advani,Canada,70% Dark Bites,2022-01-31,2303.0,7,2022-01
Kelci Walkden,New Zealand,Manuka Honey Choco,2022-04-08,1358.0,106,2022-04
Dotty Strutley,Australia,Baker's Choco Chips,2022-06-07,3605.0,68,2022-06
Barr Faughny,Australia,85% Dark Bars,2022-02-10,8498.0,44,2022-02
Beverie Moffet,Australia,50% Dark Bites,2022-05-16,700.0,457,2022-05
Gunar Cockshoot,India,Baker's Choco Chips,2022-03-18,2191.0,524,2022-03
Van Tuxwell,Australia,50% Dark Bites,2022-07-13,644.0,137,2022-07
Oby Sorrel,USA,Manuka Honey Choco,2022-07-25,4340.0,86,2022-07
Van Tuxwell,Canada,Choco Coated Almonds,2022-08-19,2282.0,296,2022-08
Karlen McCaffrey,Canada,70% Dark Bites,2022-06-24,7714.0,597,2022-06
Kelci Walkden,Canada,Fruit & Nut Bars,2022-06-20,826.0,149,2022-06
Camilla Castle,India,99% Dark & Pure,2022-08-02,203.0,207,2022-08
Madelene Upcott,New Zealand,70% Dark Bites,2022-02-22,13356.0,93,2022-02
Mallorie Waber,New Zealand,Orange Choco,2022-02-01,6510.0,23,2022-02
Jan Morforth,Canada,70% Dark Bites,2022-02-14,5894.0,305,2022-02
Kelci Walkden,Australia,Milk Bars,2022-02-24,7910.0,125,2022-02
Dennison Crosswaite,India,Orange Choco,2022-03-18,784.0,129,2022-03
Husein Augar,UK,Eclairs,2022-08-30,1750.0,252,2022-08
Gigi Bohling,USA,Peanut Butter Cubes,2022-05-09,280.0,75,2022-05
Wilone O'Kielt,USA,Smooth Sliky Salty,2022-01-18,504.0,87,2022-01
Curtice Advani,India,White Choc,2022-07-04,7154.0,342,2022-07
Oby Sorrel,New Zealand,Spicy Special Slims,2022-06-03,1617.0,13,2022-06
Beverie Moffet,New Zealand,Peanut Butter Cubes,2022-02-23,10822.0,30,2022-02
Dotty Strutley,New Zealand,99% Dark & Pure,2022-05-09,10724.0,203,2022-05
Kelci Walkden,India,70% Dark Bites,2022-06-06,3640.0,106,2022-06
Kelci Walkden,India,Drinking Coco,2022-07-04,7532.0,234,2022-07
Brien Boise,New Zealand,Drinking Coco,2022-06-06,1582.0,100,2022-06
Dotty Strutley,Australia,Almond Choco,2022-05-13,1456.0,91,2022-05
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2022-01-31,2016.0,277,2022-01
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2022-06-30,7588.0,42,2022-06
Barr Faughny,Canada,Manuka Honey Choco,2022-08-25,3402.0,249,2022-08
Gigi Bohling,New Zealand,Smooth Sliky Salty,2022-01-10,700.0,97,2022-01
Brien Boise,USA,Manuka Honey Choco,2022-08-22,1904.0,8,2022-08
Roddy Speechley,New Zealand,85% Dark Bars,2022-04-14,4844.0,275,2022-04
Oby Sorrel,UK,Smooth Sliky Salty,2022-05-31,9625.0,313,2022-05
Oby Sorrel,UK,Raspberry Choco,2022-04-08,4599.0,323,2022-04
Roddy Speechley,USA,Drinking Coco,2022-02-21,3003.0,155,2022-02
Andria Kimpton,Australia,Manuka Honey Choco,2022-03-30,9744.0,377,2022-03
Mallorie Waber,India,Raspberry Choco,2022-03-02,1400.0,2,2022-03
Jehu Rudeforth,USA,Orange Choco,2022-07-28,364.0,170,2022-07
Kaine Padly,New Zealand,70% Dark Bites,2022-03-24,7231.0,38,2022-03
Curtice Advani,Australia,After Nines,2022-08-11,63.0,105,2022-08
Husein Augar,UK,Almond Choco,2022-05-17,8309.0,166,2022-05
Kaine Padly,Canada,Choco Coated Almonds,2022-05-18,3164.0,164,2022-05
Roddy Speechley,UK,Peanut Butter Cubes,2022-08-17,5691.0,171,2022-08
Ches Bonnell,New Zealand,Eclairs,2022-04-04,490.0,49,2022-04
Brien Boise,India,85% Dark Bars,2022-08-09,18032.0,205,2022-08
Brien Boise,New Zealand,Organic Choco Syrup,2022-01-17,637.0,313,2022-01
Andria Kimpton,Canada,White Choc,2022-02-14,4067.0,29,2022-02
Gigi Bohling,New Zealand,Orange Choco,2022-05-16,8204.0,307,2022-05
Ches Bonnell,Canada,Smooth Sliky Salty,2022-03-16,9870.0,121,2022-03
Husein Augar,Canada,70% Dark Bites,2022-01-31,5131.0,285,2022-01
Barr Faughny,Canada,Organic Choco Syrup,2022-03-10,1141.0,205,2022-03
Oby Sorrel,UK,Organic Choco Syrup,2022-06-30,7980.0,157,2022-06
Van Tuxwell,New Zealand,Eclairs,2022-03-01,5229.0,182,2022-03
Mallorie Waber,UK,Drinking Coco,2022-05-27,3423.0,100,2022-05
Oby Sorrel,UK,Milk Bars,2022-07-11,6468.0,223,2022-07
Karlen McCaffrey,New Zealand,Mint Chip Choco,2022-03-02,4326.0,61,2022-03
Jehu Rudeforth,USA,Raspberry Choco,2022-03-04,7154.0,133,2022-03
Kelci Walkden,UK,85% Dark Bars,2022-06-23,3997.0,228,2022-06
Kelci Walkden,USA,Almond Choco,2022-01-27,5180.0,233,2022-01
Marney O'Breen,Canada,Orange Choco,2022-01-14,2723.0,425,2022-01
Dennison Crosswaite,India,Fruit & Nut Bars,2022-07-29,952.0,24,2022-07
Brien Boise,Canada,Smooth Sliky Salty,2022-05-13,5691.0,495,2022-05
Barr Faughny,Canada,Baker's Choco Chips,2022-02-03,10969.0,170,2022-02
Brien Boise,India,Smooth Sliky Salty,2022-05-27,5964.0,26,2022-05
Jan Morforth,Australia,Drinking Coco,2022-02-18,2821.0,24,2022-02
Brien Boise,India,Spicy Special Slims,2022-01-28,1302.0,33,2022-01
Van Tuxwell,UK,Eclairs,2022-06-29,5474.0,109,2022-06
Wilone O'Kielt,India,Caramel Stuffed Bars,2022-01-13,4179.0,276,2022-01
Jehu Rudeforth,UK,After Nines,2022-06-27,1946.0,164,2022-06
Barr Faughny,Canada,White Choc,2022-03-29,4291.0,1,2022-03
Gunar Cockshoot,India,Organic Choco Syrup,2022-06-03,7196.0,160,2022-06
Mallorie Waber,Canada,Smooth Sliky Salty,2022-03-21,1939.0,98,2022-03
Mallorie Waber,India,Eclairs,2022-04-12,10437.0,46,2022-04
Rafaelita Blaksland,Australia,Raspberry Choco,2022-01-19,6916.0,259,2022-01
Karlen McCaffrey,UK,50% Dark Bites,2022-04-06,3647.0,310,2022-04
Kaine Padly,Australia,50% Dark Bites,2022-08-02,8995.0,78,2022-08
Gigi Bohling,Australia,Eclairs,2022-04-12,7252.0,136,2022-04
Oby Sorrel,India,Drinking Coco,2022-07-21,16380.0,130,2022-07
Van Tuxwell,New Zealand,Baker's Choco Chips,2022-03-22,9660.0,24,2022-03
Husein Augar,India,Peanut Butter Cubes,2022-05-09,4522.0,5,2022-05
Andria Kimpton,Australia,Baker's Choco Chips,2022-08-09,329.0,109,2022-08
Madelene Upcott,Canada,Choco Coated Almonds,2022-07-20,3458.0,294,2022-07
Brien Boise,India,70% Dark Bites,2022-04-14,4641.0,413,2022-04
Jehu Rudeforth,Canada,White Choc,2022-01-25,4627.0,136,2022-01
Andria Kimpton,Australia,Almond Choco,2022-04-25,3192.0,175,2022-04
Dotty Strutley,Canada,After Nines,2022-01-17,252.0,237,2022-01
Karlen McCaffrey,USA,Eclairs,2022-08-15,868.0,125,2022-08
Karlen McCaffrey,Canada,Fruit & Nut Bars,2022-06-02,210.0,16,2022-06
Gunar Cockshoot,USA,85% Dark Bars,2022-06-30,7007.0,135,2022-06
Dotty Strutley,New Zealand,Raspberry Choco,2022-02-10,5845.0,91,2022-02
Marney O'Breen,Canada,Caramel Stuffed Bars,2022-02-23,1372.0,614,2022-02
Dennison Crosswaite,India,Organic Choco Syrup,2022-01-27,8428.0,216,2022-01
Camilla Castle,UK,Mint Chip Choco,2022-05-26,4977.0,317,2022-05
Brien Boise,USA,70% Dark Bites,2022-04-14,1694.0,21,2022-04
Madelene Upcott,Australia,99% Dark & Pure,2022-08-01,4326.0,154,2022-08
Mallorie Waber,Australia,Eclairs,2022-08-22,9527.0,222,2022-08
Marney O'Breen,India,99% Dark & Pure,2022-07-22,10766.0,157,2022-07
Husein Augar,USA,Fruit & Nut Bars,2022-04-28,1288.0,27,2022-04
Kelci Walkden,Australia,Almond Choco,2022-05-30,4879.0,350,2022-05
Ches Bonnell,USA,Milk Bars,2022-07-21,2408.0,157,2022-07
Jan Morforth,UK,Caramel Stuffed Bars,2022-08-02,3094.0,468,2022-08
Brien Boise,New Zealand,70% Dark Bites,2022-06-15,7231.0,130,2022-06
Oby Sorrel,India,85% Dark Bars,2022-07-05,8981.0,130,2022-07
Kaine Padly,New Zealand,Smooth Sliky Salty,2022-04-12,7.0,518,2022-04
Gigi Bohling,Australia,70% Dark Bites,2022-08-18,1372.0,105,2022-08
Jan Morforth,UK,50% Dark Bites,2022-01-12,5250.0,293,2022-01
Gunar Cockshoot,Canada,White Choc,2022-08-11,7560.0,15,2022-08
Jehu Rudeforth,Australia,Spicy Special Slims,2022-01-13,5012.0,384,2022-01
Husein Augar,UK,Baker's Choco Chips,2022-04-29,3038.0,135,2022-04
Rafaelita Blaksland,New Zealand,After Nines,2022-07-07,1099.0,92,2022-07
Madelene Upcott,New Zealand,Mint Chip Choco,2022-03-11,7413.0,4,2022-03
Madelene Upcott,UK,70% Dark Bites,2022-02-16,5397.0,239,2022-02
Barr Faughny,Australia,Organic Choco Syrup,2022-01-07,2303.0,33,2022-01
Beverie Moffet,New Zealand,Drinking Coco,2022-01-12,1141.0,518,2022-01
Beverie Moffet,India,Eclairs,2022-06-09,10325.0,147,2022-06
Andria Kimpton,India,Eclairs,2022-05-16,2149.0,84,2022-05
Gigi Bohling,UK,85% Dark Bars,2022-06-23,12362.0,94,2022-06
Roddy Speechley,UK,Raspberry Choco,2022-01-28,12635.0,194,2022-01
Dotty Strutley,UK,Mint Chip Choco,2022-07-14,2443.0,216,2022-07
Barr Faughny,Canada,Drinking Coco,2022-04-18,6237.0,247,2022-04
Oby Sorrel,USA,Milk Bars,2022-06-14,1736.0,79,2022-06
Oby Sorrel,UK,Orange Choco,2022-04-15,7315.0,237,2022-04
Curtice Advani,Canada,Peanut Butter Cubes,2022-05-19,4935.0,63,2022-05
Gigi Bohling,India,White Choc,2022-04-13,1393.0,172,2022-04
Husein Augar,Canada,Choco Coated Almonds,2022-08-15,3381.0,408,2022-08
Wilone O'Kielt,India,Choco Coated Almonds,2022-08-22,2933.0,233,2022-08
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2022-04-22,3836.0,59,2022-04
Kaine Padly,UK,Choco Coated Almonds,2022-08-03,8022.0,123,2022-08
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2022-01-04,371.0,229,2022-01
Kelci Walkden,Canada,After Nines,2022-01-13,16702.0,198,2022-01
Van Tuxwell,Australia,Baker's Choco Chips,2022-05-11,13258.0,32,2022-05
Husein Augar,New Zealand,Peanut Butter Cubes,2022-02-16,2058.0,236,2022-02
Kaine Padly,UK,Caramel Stuffed Bars,2022-05-20,10192.0,67,2022-05
Jehu Rudeforth,UK,Drinking Coco,2022-02-03,7140.0,438,2022-02
Beverie Moffet,India,Manuka Honey Choco,2022-05-06,9835.0,167,2022-05
Gunar Cockshoot,UK,Choco Coated Almonds,2022-06-30,5775.0,135,2022-06
Gunar Cockshoot,UK,Smooth Sliky Salty,2022-03-22,749.0,148,2022-03
Camilla Castle,Canada,Orange Choco,2022-02-17,7770.0,54,2022-02
Jehu Rudeforth,UK,85% Dark Bars,2022-07-07,5502.0,64,2022-07
Oby Sorrel,UK,70% Dark Bites,2022-03-16,6223.0,181,2022-03
Kelci Walkden,UK,99% Dark & Pure,2022-08-12,3507.0,114,2022-08
Gigi Bohling,New Zealand,After Nines,2022-01-21,5600.0,181,2022-01
Oby Sorrel,Australia,50% Dark Bites,2022-05-06,721.0,151,2022-05
Oby Sorrel,Canada,50% Dark Bites,2022-06-24,6615.0,137,2022-06
Barr Faughny,USA,White Choc,2022-05-05,7420.0,163,2022-05
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2022-03-25,3164.0,84,2022-03
Curtice Advani,Australia,Caramel Stuffed Bars,2022-02-14,9114.0,140,2022-02
Curtice Advani,New Zealand,85% Dark Bars,2022-05-12,5404.0,187,2022-05
Barr Faughny,New Zealand,Smooth Sliky Salty,2022-01-25,3990.0,169,2022-01
Ches Bonnell,UK,85% Dark Bars,2022-06-28,14924.0,12,2022-06
Dennison Crosswaite,Australia,Drinking Coco,2022-07-13,7091.0,194,2022-07
Roddy Speechley,USA,Milk Bars,2022-05-16,2807.0,252,2022-05
Jan Morforth,India,After Nines,2022-03-14,6496.0,168,2022-03
Gunar Cockshoot,USA,After Nines,2022-08-15,3738.0,261,2022-08
Ches Bonnell,India,Orange Choco,2022-02-16,1190.0,256,2022-02
Mallorie Waber,UK,Manuka Honey Choco,2022-06-15,8379.0,43,2022-06
Barr Faughny,Australia,Raspberry Choco,2022-05-27,9268.0,100,2022-05
Wilone O'Kielt,USA,Drinking Coco,2022-06-14,1029.0,98,2022-06
Wilone O'Kielt,India,Eclairs,2022-02-25,3549.0,76,2022-02
Wilone O'Kielt,India,After Nines,2022-08-04,12026.0,262,2022-08
Kelci Walkden,India,99% Dark & Pure,2022-06-28,2303.0,244,2022-06
Gunar Cockshoot,Canada,Spicy Special Slims,2022-04-05,13405.0,12,2022-04
Madelene Upcott,Canada,Peanut Butter Cubes,2022-07-05,14763.0,113,2022-07
Kaine Padly,New Zealand,Eclairs,2022-01-20,12894.0,48,2022-01
Ches Bonnell,New Zealand,Drinking Coco,2022-02-16,8302.0,131,2022-02
Curtice Advani,UK,Drinking Coco,2022-07-12,455.0,174,2022-07
Kelci Walkden,India,Raspberry Choco,2022-06-16,8183.0,254,2022-06
Dotty Strutley,Australia,Choco Coated Almonds,2022-04-13,1645.0,284,2022-04
Kaine Padly,UK,50% Dark Bites,2022-02-21,3143.0,67,2022-02
Roddy Speechley,Canada,Choco Coated Almonds,2022-05-11,5873.0,249,2022-05
Ches Bonnell,India,50% Dark Bites,2022-04-15,11298.0,313,2022-04
Oby Sorrel,Canada,Peanut Butter Cubes,2022-06-07,12425.0,167,2022-06
Oby Sorrel,UK,White Choc,2022-06-27,1715.0,286,2022-06
Barr Faughny,India,After Nines,2022-07-29,8190.0,109,2022-07
Wilone O'Kielt,Canada,Smooth Sliky Salty,2022-06-02,4991.0,166,2022-06
Rafaelita Blaksland,India,Mint Chip Choco,2022-01-26,15491.0,85,2022-01
Rafaelita Blaksland,Canada,99% Dark & Pure,2022-03-02,5096.0,142,2022-03
Van Tuxwell,Australia,70% Dark Bites,2022-01-10,7063.0,104,2022-01
Beverie Moffet,USA,70% Dark Bites,2022-06-27,2275.0,115,2022-06
Barr Faughny,Canada,Orange Choco,2022-06-30,7602.0,18,2022-06
Roddy Speechley,Australia,85% Dark Bars,2022-07-08,4200.0,80,2022-07
Oby Sorrel,India,Spicy Special Slims,2022-06-08,11137.0,88,2022-06
Jan Morforth,UK,Manuka Honey Choco,2022-08-18,3388.0,212,2022-08
Kaine Padly,Australia,After Nines,2022-04-08,6832.0,306,2022-04
Wilone O'Kielt,Canada,Fruit & Nut Bars,2022-08-08,3437.0,181,2022-08
Wilone O'Kielt,UK,Milk Bars,2022-08-26,301.0,65,2022-08
Oby Sorrel,Canada,Fruit & Nut Bars,2022-01-14,1869.0,158,2022-01
Dennison Crosswaite,USA,Baker's Choco Chips,2022-08-11,17465.0,271,2022-08
Madelene Upcott,USA,Almond Choco,2022-05-31,10143.0,24,2022-05
Van Tuxwell,New Zealand,50% Dark Bites,2022-07-11,3626.0,10,2022-07
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2022-03-02,3346.0,304,2022-03
Madelene Upcott,Australia,Raspberry Choco,2022-07-13,6321.0,88,2022-07
Rafaelita Blaksland,UK,Spicy Special Slims,2022-08-03,9345.0,133,2022-08
Curtice Advani,UK,Peanut Butter Cubes,2022-03-01,15008.0,165,2022-03
Kelci Walkden,New Zealand,White Choc,2022-04-13,7609.0,150,2022-04
Beverie Moffet,Canada,Fruit & Nut Bars,2022-02-14,10332.0,180,2022-02
Mallorie Waber,India,White Choc,2022-07-26,819.0,213,2022-07
Brien Boise,UK,Drinking Coco,2022-01-27,5754.0,133,2022-01
Jehu Rudeforth,India,Peanut Butter Cubes,2022-04-14,28.0,446,2022-04
Oby Sorrel,USA,Almond Choco,2022-05-19,6440.0,141,2022-05
Husein Augar,India,Eclairs,2022-02-09,4956.0,58,2022-02
Brien Boise,UK,Spicy Special Slims,2022-05-25,2352.0,58,2022-05
Oby Sorrel,Australia,Manuka Honey Choco,2022-01-26,3906.0,76,2022-01
Beverie Moffet,India,White Choc,2022-07-04,1813.0,296,2022-07
Ches Bonnell,India,Almond Choco,2022-04-13,11788.0,73,2022-04
Gigi Bohling,Australia,Smooth Sliky Salty,2022-01-25,5768.0,119,2022-01
Camilla Castle,USA,85% Dark Bars,2022-04-25,2401.0,78,2022-04
Camilla Castle,USA,Eclairs,2022-06-10,4515.0,392,2022-06
Madelene Upcott,New Zealand,White Choc,2022-08-22,10794.0,51,2022-08
Van Tuxwell,India,After Nines,2022-06-27,13706.0,207,2022-06
Husein Augar,India,Orange Choco,2022-06-30,4361.0,40,2022-06
Jehu Rudeforth,India,Almond Choco,2022-08-30,10122.0,100,2022-08
Karlen McCaffrey,Australia,Raspberry Choco,2022-08-23,994.0,57,2022-08
Camilla Castle,New Zealand,99% Dark & Pure,2022-08-26,2268.0,42,2022-08
Gigi Bohling,Australia,Orange Choco,2022-03-09,574.0,156,2022-03
Kelci Walkden,UK,Drinking Coco,2022-04-20,1792.0,23,2022-04
Mallorie Waber,Canada,Caramel Stuffed Bars,2022-06-10,4844.0,539,2022-06
Husein Augar,Australia,Organic Choco Syrup,2022-02-08,938.0,158,2022-02
Brien Boise,Australia,White Choc,2022-08-25,4879.0,22,2022-08
Dotty Strutley,India,Peanut Butter Cubes,2022-02-16,9107.0,73,2022-02
Dennison Crosswaite,UK,99% Dark & Pure,2022-05-30,12187.0,27,2022-05
Gigi Bohling,New Zealand,50% Dark Bites,2022-06-29,5670.0,64,2022-06
Gigi Bohling,USA,Milk Bars,2022-06-16,476.0,133,2022-06
Brien Boise,UK,Caramel Stuffed Bars,2022-03-04,2681.0,149,2022-03
Curtice Advani,New Zealand,Peanut Butter Cubes,2022-03-15,1533.0,434,2022-03
Curtice Advani,New Zealand,50% Dark Bites,2022-01-27,9765.0,85,2022-01
Beverie Moffet,Canada,Drinking Coco,2022-07-05,994.0,118,2022-07
Barr Faughny,USA,Caramel Stuffed Bars,2022-03-29,3318.0,299,2022-03
Mallorie Waber,Canada,Almond Choco,2022-05-12,4214.0,35,2022-05
Oby Sorrel,USA,Drinking Coco,2022-03-11,7714.0,44,2022-03
Brien Boise,New Zealand,Eclairs,2022-07-11,4690.0,299,2022-07
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2022-08-01,13062.0,62,2022-08
Gunar Cockshoot,UK,Spicy Special Slims,2022-02-16,12488.0,200,2022-02
Curtice Advani,USA,After Nines,2022-04-13,14147.0,235,2022-04
Oby Sorrel,India,Choco Coated Almonds,2022-02-14,49.0,363,2022-02
Ches Bonnell,Australia,Peanut Butter Cubes,2022-03-14,10199.0,68,2022-03
Oby Sorrel,Australia,Spicy Special Slims,2022-04-26,11389.0,26,2022-04
Jehu Rudeforth,Canada,Manuka Honey Choco,2022-04-05,3584.0,200,2022-04
Camilla Castle,Canada,Drinking Coco,2022-03-03,12481.0,264,2022-03
Kaine Padly,USA,Spicy Special Slims,2022-06-13,2107.0,175,2022-06
Marney O'Breen,New Zealand,70% Dark Bites,2022-02-14,8603.0,352,2022-02
Roddy Speechley,New Zealand,99% Dark & Pure,2022-04-18,7483.0,183,2022-04
Oby Sorrel,New Zealand,85% Dark Bars,2022-02-01,3381.0,417,2022-02
Dotty Strutley,New Zealand,Orange Choco,2022-08-04,2030.0,146,2022-08
Andria Kimpton,New Zealand,Almond Choco,2022-04-05,6559.0,158,2022-04
Karlen McCaffrey,Australia,99% Dark & Pure,2022-01-26,10822.0,168,2022-01
Kaine Padly,UK,After Nines,2022-01-21,18697.0,176,2022-01
Kaine Padly,Canada,After Nines,2022-08-22,5845.0,172,2022-08
Kaine Padly,UK,Drinking Coco,2022-01-27,2317.0,224,2022-01
Rafaelita Blaksland,UK,50% Dark Bites,2022-02-16,10150.0,68,2022-02
Dotty Strutley,USA,Raspberry Choco,2022-01-03,3437.0,46,2022-01
Karlen McCaffrey,USA,White Choc,2022-08-24,4592.0,2,2022-08
Oby Sorrel,USA,Spicy Special Slims,2022-02-07,5691.0,417,2022-02
Mallorie Waber,Australia,Smooth Sliky Salty,2022-02-11,4158.0,109,2022-02
Kaine Padly,Canada,Organic Choco Syrup,2022-03-29,5684.0,81,2022-03
Marney O'Breen,USA,Peanut Butter Cubes,2022-06-15,693.0,350,2022-06
Dennison Crosswaite,UK,Smooth Sliky Salty,2022-04-26,546.0,142,2022-04
Brien Boise,Australia,Organic Choco Syrup,2022-07-15,4263.0,264,2022-07
Beverie Moffet,India,Organic Choco Syrup,2022-06-23,1036.0,20,2022-06
Dennison Crosswaite,Australia,Baker's Choco Chips,2022-01-11,13846.0,421,2022-01
